temperature_c,humidity_pct,rainfall_mm,estimated_soil_moisture_pct,soil_type,growth_stage,irrigation_label
29.4,46.0,0.0,36.8,sandy,vegetative,HIGH
34.6,79.8,2.3,41.2,sandy,vegetative,MEDIUM
27.3,37.2,0.0,59.4,loamy,seedling,MEDIUM
34.9,79.1,7.2,68.7,sandy,vegetative,LOW
23.6,61.2,0.0,81.3,loamy,seedling,LOW
28.0,27.9,0.0,46.9,loamy,vegetative,MEDIUM
28.7,91.5,0.0,65.7,loamy,fruiting,LOW
30.2,40.6,0.0,59.3,sandy,flowering,MEDIUM
19.2,58.9,3.7,55.7,loamy,vegetative,LOW
35.9,88.2,0.0,23.0,clay,fruiting,MEDIUM
31.3,93.4,0.0,37.3,clay,seedling,MEDIUM
18.2,72.1,0.0,42.4,sandy,vegetative,MEDIUM
24.3,48.8,4.6,72.3,sandy,vegetative,LOW
32.3,25.6,0.0,42.6,sandy,fruiting,HIGH
37.1,83.0,3.0,64.3,clay,flowering,LOW
26.1,75.9,0.0,85.2,loamy,fruiting,LOW
35.5,25.6,11.0,21.9,clay,vegetative,MEDIUM
27.5,84.6,0.0,73.8,sandy,vegetative,LOW
23.3,62.2,0.0,34.7,clay,flowering,MEDIUM
31.7,66.2,0.0,32.9,sandy,flowering,HIGH
32.7,46.7,0.0,41.6,sandy,seedling,HIGH
26.1,52.2,0.0,10.4,clay,flowering,HIGH
40.1,25.7,0.0,44.6,sandy,fruiting,HIGH
33.9,70.4,0.0,50.6,sandy,seedling,HIGH
26.5,66.6,0.0,46.9,loamy,seedling,MEDIUM
38.7,40.4,23.1,63.7,sandy,fruiting,LOW
26.4,31.2,1.6,50.3,clay,flowering,MEDIUM
28.0,89.1,29.1,63.1,loamy,fruiting,LOW
40.9,93.7,0.0,18.4,sandy,flowering,HIGH
34.2,88.9,38.0,70.6,clay,flowering,LOW
36.3,79.4,18.3,65.7,clay,fruiting,LOW
26.4,36.6,0.0,62.2,clay,fruiting,LOW
26.3,75.0,0.0,42.0,loamy,flowering,MEDIUM
22.2,56.9,0.0,50.7,clay,fruiting,MEDIUM
23.4,34.1,0.0,69.0,clay,seedling,LOW
18.5,61.1,2.3,25.0,sandy,vegetative,MEDIUM
38.3,48.9,14.2,34.5,sandy,fruiting,MEDIUM
40.9,86.4,16.8,26.3,sandy,fruiting,MEDIUM
25.0,93.6,0.0,52.9,sandy,flowering,MEDIUM
30.3,50.1,0.0,74.9,loamy,fruiting,MEDIUM
24.5,55.5,0.0,46.8,clay,vegetative,LOW
23.6,88.2,0.0,45.8,loamy,flowering,MEDIUM
35.4,82.9,0.0,38.8,clay,seedling,MEDIUM
18.2,45.2,0.0,61.8,sandy,seedling,MEDIUM
27.8,83.6,12.8,63.2,loamy,fruiting,LOW
37.7,64.3,0.0,81.1,clay,flowering,LOW
18.3,68.5,25.8,66.7,sandy,seedling,LOW
26.4,33.7,38.5,70.6,loamy,flowering,LOW
21.4,66.7,3.4,52.9,loamy,fruiting,MEDIUM
37.0,26.8,0.0,55.9,loamy,fruiting,HIGH
21.9,39.3,0.0,44.8,loamy,flowering,MEDIUM
31.7,47.5,0.0,56.3,loamy,flowering,MEDIUM
21.2,80.9,2.9,53.4,loamy,fruiting,MEDIUM
24.0,73.6,0.0,95.0,sandy,vegetative,LOW
22.7,41.1,36.0,93.2,loamy,vegetative,LOW
34.0,92.0,7.7,60.7,loamy,seedling,LOW
27.3,75.2,0.0,43.5,loamy,seedling,MEDIUM
41.1,67.5,0.0,16.9,loamy,seedling,HIGH
26.3,87.5,0.0,26.5,loamy,vegetative,MEDIUM
38.6,65.4,0.0,57.9,sandy,seedling,HIGH
26.4,48.5,0.0,54.4,sandy,flowering,MEDIUM
21.3,72.2,0.0,63.8,sandy,vegetative,MEDIUM
39.9,59.2,0.0,35.2,loamy,vegetative,MEDIUM
28.7,37.5,0.0,95.0,clay,flowering,LOW
32.9,26.7,0.0,32.2,loamy,flowering,HIGH
40.0,39.2,0.0,18.1,clay,flowering,MEDIUM
36.7,40.4,0.0,35.7,sandy,vegetative,HIGH
18.5,77.7,4.1,39.4,clay,flowering,LOW
38.1,91.2,0.0,25.5,sandy,flowering,HIGH
22.2,29.3,0.0,49.0,loamy,flowering,MEDIUM
35.7,26.0,2.7,8.2,loamy,fruiting,HIGH
37.3,56.3,14.4,46.8,clay,seedling,LOW
29.4,27.8,0.0,95.0,loamy,vegetative,LOW
34.2,78.1,0.0,50.9,loamy,vegetative,MEDIUM
28.6,92.2,0.0,14.4,sandy,vegetative,HIGH
39.7,80.6,4.1,61.4,loamy,vegetative,MEDIUM
36.7,35.2,0.0,29.8,clay,fruiting,MEDIUM
36.4,26.3,38.4,56.9,clay,fruiting,LOW
29.4,39.3,0.0,73.3,loamy,seedling,LOW
39.8,34.7,1.6,19.2,loamy,vegetative,HIGH
29.2,84.8,0.0,61.5,loamy,fruiting,MEDIUM
40.0,41.1,0.0,65.8,sandy,fruiting,HIGH
30.3,33.4,2.5,42.3,loamy,seedling,MEDIUM
35.6,86.6,0.0,46.6,loamy,vegetative,MEDIUM
41.4,69.2,0.0,50.0,clay,vegetative,MEDIUM
40.1,45.5,0.0,48.8,loamy,seedling,HIGH
30.8,56.3,0.0,54.6,loamy,flowering,MEDIUM
34.6,71.0,0.0,30.2,loamy,vegetative,MEDIUM
38.2,72.6,13.3,53.0,loamy,fruiting,LOW
35.0,39.5,0.0,5.0,clay,fruiting,HIGH
23.5,89.6,0.0,31.9,clay,flowering,LOW
25.5,47.9,3.4,66.7,loamy,seedling,LOW
38.3,66.9,12.8,61.6,clay,seedling,LOW
26.6,86.8,0.0,50.6,sandy,vegetative,MEDIUM
24.2,85.0,3.5,38.2,loamy,fruiting,MEDIUM
37.5,25.2,3.2,54.2,loamy,vegetative,MEDIUM
26.1,56.6,9.7,20.7,loamy,seedling,MEDIUM
29.7,73.2,0.0,39.4,clay,fruiting,MEDIUM
26.5,28.4,0.0,67.3,sandy,fruiting,MEDIUM
33.2,63.0,0.0,40.3,sandy,flowering,HIGH
30.8,33.0,0.0,52.9,clay,fruiting,MEDIUM
39.7,62.0,0.0,41.7,clay,flowering,MEDIUM
41.9,86.5,1.9,24.7,sandy,vegetative,HIGH
35.9,57.1,0.0,44.6,sandy,vegetative,HIGH
33.6,85.7,0.0,35.9,sandy,fruiting,HIGH
34.6,54.8,2.3,5.0,sandy,vegetative,HIGH
26.2,37.1,2.0,76.3,sandy,seedling,MEDIUM
33.4,38.3,5.8,52.2,loamy,flowering,MEDIUM
41.0,77.3,2.7,45.3,sandy,vegetative,HIGH
20.9,90.4,0.0,32.1,loamy,seedling,MEDIUM
20.1,91.7,4.2,67.9,loamy,seedling,LOW
32.4,84.4,0.0,56.9,loamy,seedling,MEDIUM
32.4,35.3,0.0,32.8,sandy,flowering,HIGH
27.4,78.2,15.0,64.8,loamy,fruiting,LOW
18.1,46.6,4.7,50.3,sandy,seedling,MEDIUM
40.7,39.2,12.6,50.0,sandy,fruiting,MEDIUM
28.2,62.7,0.0,60.0,loamy,seedling,MEDIUM
35.7,75.6,38.7,76.4,loamy,vegetative,LOW
33.4,45.7,0.0,54.6,sandy,vegetative,MEDIUM
28.6,53.7,3.3,61.4,loamy,fruiting,MEDIUM
31.9,73.7,0.0,8.4,clay,fruiting,MEDIUM
30.5,76.0,0.0,53.2,sandy,flowering,MEDIUM
21.3,60.5,10.9,43.9,clay,vegetative,LOW
22.3,66.8,0.0,61.1,clay,fruiting,LOW
21.9,42.8,0.0,40.3,loamy,vegetative,MEDIUM
33.3,90.0,0.0,69.1,sandy,vegetative,LOW
40.8,31.6,7.0,32.8,loamy,seedling,HIGH
30.2,80.3,6.7,74.9,loamy,vegetative,LOW
36.9,31.3,0.0,33.0,clay,flowering,MEDIUM
25.5,44.9,0.0,55.7,clay,fruiting,LOW
32.2,75.1,1.5,34.0,loamy,fruiting,MEDIUM
20.2,66.8,0.0,64.6,clay,seedling,LOW
30.8,68.2,0.0,72.4,clay,seedling,LOW
26.6,75.2,0.0,48.9,loamy,fruiting,MEDIUM
41.4,29.5,0.0,32.0,loamy,flowering,HIGH
35.3,60.3,0.0,28.8,loamy,vegetative,HIGH
23.4,92.5,0.0,57.2,loamy,vegetative,LOW
40.4,46.8,0.0,7.0,sandy,fruiting,HIGH
19.5,34.8,14.8,55.9,loamy,fruiting,LOW
28.6,52.1,10.3,37.4,clay,vegetative,LOW
33.5,41.3,0.0,20.2,clay,seedling,HIGH
24.8,41.5,0.0,44.4,loamy,seedling,MEDIUM
25.3,77.3,3.3,27.1,sandy,vegetative,MEDIUM
34.3,67.8,0.9,34.2,loamy,flowering,MEDIUM
31.0,58.7,2.2,56.7,clay,seedling,LOW
29.1,27.4,0.0,47.6,clay,vegetative,MEDIUM
37.4,43.7,0.0,26.4,loamy,fruiting,HIGH
35.2,89.5,0.0,33.1,clay,seedling,MEDIUM
32.9,45.5,0.0,26.2,loamy,seedling,HIGH
18.9,60.6,0.0,23.4,sandy,flowering,MEDIUM
25.8,77.0,0.0,42.1,loamy,fruiting,MEDIUM
26.3,53.5,1.3,49.6,sandy,flowering,MEDIUM
25.4,51.7,2.7,46.2,sandy,seedling,MEDIUM
41.1,91.3,3.7,49.6,loamy,seedling,MEDIUM
33.1,38.5,2.1,33.9,sandy,fruiting,HIGH
19.8,82.3,8.7,58.7,loamy,flowering,LOW
29.4,84.4,0.0,6.8,clay,fruiting,MEDIUM
26.2,94.6,0.0,51.6,sandy,fruiting,MEDIUM
40.1,41.5,2.6,73.0,sandy,seedling,MEDIUM
27.2,46.8,30.0,71.7,loamy,seedling,LOW
23.8,72.2,0.0,24.1,clay,vegetative,MEDIUM
23.2,75.2,3.7,62.9,loamy,fruiting,LOW
29.5,26.4,2.1,21.2,loamy,fruiting,HIGH
25.5,57.6,0.0,42.0,sandy,seedling,HIGH
30.1,37.6,0.0,43.2,clay,vegetative,MEDIUM
28.5,45.2,0.0,81.2,clay,fruiting,LOW
37.1,67.6,9.5,84.9,sandy,fruiting,LOW
20.0,90.1,0.0,43.6,loamy,vegetative,LOW
29.8,83.4,2.9,54.2,sandy,seedling,MEDIUM
36.7,81.6,0.0,81.1,clay,seedling,LOW
21.2,57.0,31.4,72.1,sandy,flowering,LOW
19.3,28.2,14.8,76.3,sandy,fruiting,LOW
40.7,41.1,0.0,52.6,sandy,seedling,HIGH
18.3,89.0,0.0,71.2,clay,seedling,LOW
33.8,79.7,0.0,43.4,clay,flowering,MEDIUM
36.1,38.4,13.9,64.5,sandy,fruiting,MEDIUM
39.9,75.0,0.0,36.9,loamy,vegetative,MEDIUM
38.5,60.4,0.0,82.9,sandy,seedling,MEDIUM
33.9,25.1,0.0,30.5,clay,vegetative,MEDIUM
38.4,26.0,1.0,45.4,loamy,seedling,HIGH
41.4,62.0,2.2,22.7,clay,seedling,HIGH
31.4,50.0,0.0,60.2,loamy,flowering,MEDIUM
40.1,83.2,27.4,49.6,loamy,seedling,LOW
23.6,29.2,5.0,77.9,clay,seedling,LOW
38.3,41.3,2.6,60.5,sandy,fruiting,HIGH
27.1,51.5,4.0,63.7,sandy,vegetative,LOW
41.0,60.2,0.0,55.7,loamy,vegetative,MEDIUM
23.9,83.3,0.0,62.5,sandy,seedling,MEDIUM
40.3,43.0,0.0,29.7,sandy,fruiting,HIGH
40.3,42.0,2.1,18.4,sandy,seedling,HIGH
35.6,26.9,1.8,86.7,loamy,vegetative,LOW
32.3,51.1,0.0,21.2,clay,seedling,MEDIUM
29.6,38.2,0.0,58.5,sandy,seedling,HIGH
23.9,90.4,0.0,42.2,clay,vegetative,LOW
23.4,30.9,1.2,53.2,clay,vegetative,LOW
19.2,29.4,0.0,5.0,sandy,fruiting,HIGH
26.3,65.5,0.0,61.5,clay,seedling,MEDIUM
36.4,35.7,0.0,37.5,loamy,flowering,HIGH
22.4,59.3,8.3,30.8,clay,vegetative,LOW
41.8,38.1,2.9,28.7,clay,vegetative,MEDIUM
24.6,92.7,0.0,68.4,clay,fruiting,LOW
41.2,77.6,0.0,61.8,loamy,seedling,MEDIUM
25.7,27.8,0.0,48.1,sandy,vegetative,MEDIUM
26.8,49.3,0.0,41.1,sandy,flowering,HIGH
38.2,71.4,0.0,41.6,loamy,vegetative,MEDIUM
37.7,45.0,4.3,53.4,sandy,fruiting,MEDIUM
21.4,52.5,0.0,70.5,clay,flowering,LOW
22.5,49.3,0.0,50.5,sandy,fruiting,HIGH
20.1,68.9,0.0,26.6,sandy,fruiting,HIGH
31.9,74.9,4.4,38.5,sandy,seedling,MEDIUM
29.7,31.7,38.9,66.6,clay,flowering,LOW
38.8,86.3,0.0,39.6,clay,flowering,MEDIUM
18.5,88.5,0.0,47.7,sandy,seedling,MEDIUM
33.9,41.9,0.0,54.5,sandy,fruiting,HIGH
29.5,67.0,15.4,46.1,loamy,fruiting,LOW
34.4,41.5,0.0,53.6,sandy,vegetative,MEDIUM
25.8,53.8,0.0,37.5,loamy,seedling,MEDIUM
40.3,35.5,0.0,32.4,clay,flowering,MEDIUM
23.7,85.7,1.0,58.7,clay,fruiting,LOW
20.6,49.7,0.0,68.8,clay,vegetative,LOW
31.6,76.2,24.6,66.7,loamy,vegetative,LOW
22.7,56.4,0.0,37.7,clay,flowering,MEDIUM
33.8,33.0,1.0,67.3,clay,fruiting,MEDIUM
33.0,68.4,0.0,23.5,sandy,flowering,HIGH
28.8,49.7,0.0,46.9,sandy,fruiting,HIGH
36.6,35.6,0.0,49.8,loamy,vegetative,MEDIUM
22.4,48.0,0.0,72.4,clay,seedling,LOW
23.4,48.5,0.0,79.5,sandy,seedling,MEDIUM
20.1,60.9,0.0,42.2,clay,seedling,MEDIUM
22.6,57.6,4.4,42.7,loamy,vegetative,LOW
26.0,82.5,0.0,45.6,clay,fruiting,LOW
41.0,94.0,0.0,42.3,sandy,seedling,HIGH
36.3,43.9,0.0,40.1,sandy,vegetative,HIGH
22.9,42.0,0.0,52.1,loamy,fruiting,MEDIUM
36.9,89.7,0.0,50.5,loamy,vegetative,MEDIUM
21.7,61.1,0.0,71.6,sandy,fruiting,MEDIUM
20.1,66.6,35.7,36.8,sandy,seedling,LOW
30.0,75.6,16.6,74.2,sandy,fruiting,LOW
37.9,46.0,0.0,67.9,clay,flowering,LOW
37.0,33.5,2.5,18.1,sandy,flowering,HIGH
28.3,92.9,9.6,61.1,loamy,seedling,LOW
38.6,87.4,0.0,53.0,clay,fruiting,MEDIUM
39.4,53.0,2.2,36.8,clay,flowering,MEDIUM
23.3,79.1,0.0,49.3,sandy,vegetative,MEDIUM
32.4,76.2,0.0,22.0,clay,flowering,MEDIUM
39.7,92.9,2.1,51.9,loamy,vegetative,MEDIUM
40.2,92.5,0.0,71.2,sandy,seedling,MEDIUM
41.0,36.5,39.2,58.8,clay,vegetative,LOW
39.8,76.4,4.9,54.2,clay,vegetative,LOW
41.0,28.6,9.8,50.1,clay,fruiting,MEDIUM
24.2,26.8,0.0,45.2,clay,flowering,MEDIUM
25.4,60.6,0.0,26.9,sandy,fruiting,HIGH
23.7,29.0,0.0,64.6,clay,seedling,MEDIUM
22.1,55.6,0.0,49.1,sandy,fruiting,MEDIUM
22.5,92.7,13.7,38.8,sandy,vegetative,LOW
36.3,78.3,0.0,24.2,sandy,vegetative,HIGH
36.9,61.9,0.0,45.4,sandy,vegetative,HIGH
41.8,54.1,0.0,5.0,sandy,vegetative,HIGH
31.0,43.8,2.7,60.6,clay,vegetative,LOW
28.2,29.3,0.0,35.3,sandy,seedling,HIGH
18.1,92.2,10.6,44.3,loamy,fruiting,LOW
20.1,87.8,4.4,64.7,loamy,vegetative,LOW
32.8,41.2,0.0,55.6,clay,vegetative,LOW
27.3,64.4,0.0,29.7,sandy,fruiting,HIGH
38.2,84.2,0.0,47.0,sandy,vegetative,MEDIUM
34.3,68.0,0.0,40.6,loamy,flowering,MEDIUM
32.3,27.3,0.0,56.6,clay,fruiting,MEDIUM
36.3,55.7,0.0,62.0,clay,vegetative,LOW
24.2,34.2,1.5,63.1,loamy,fruiting,MEDIUM
28.8,61.0,31.5,39.0,sandy,flowering,LOW
25.6,64.1,0.0,69.9,loamy,fruiting,MEDIUM
37.4,90.2,17.5,52.4,sandy,fruiting,LOW
28.4,45.5,0.0,51.1,loamy,fruiting,MEDIUM
25.0,40.5,0.0,30.5,clay,fruiting,MEDIUM
23.3,76.4,3.6,41.9,sandy,fruiting,MEDIUM
25.3,93.0,4.8,52.4,sandy,fruiting,LOW
30.0,66.9,1.7,56.4,loamy,seedling,MEDIUM
28.1,49.7,10.1,73.7,loamy,vegetative,LOW
30.1,39.6,0.0,61.4,clay,vegetative,LOW
38.1,85.3,1.7,57.5,loamy,fruiting,MEDIUM
36.5,94.6,0.0,69.0,loamy,flowering,MEDIUM
39.8,42.1,0.0,27.8,loamy,flowering,HIGH
20.7,32.5,1.0,56.0,loamy,fruiting,MEDIUM
32.3,35.3,0.0,85.3,sandy,flowering,MEDIUM
38.3,84.0,0.0,40.3,sandy,fruiting,HIGH
26.9,88.5,0.0,24.5,sandy,vegetative,MEDIUM
35.8,40.9,2.6,78.1,sandy,seedling,MEDIUM
34.6,86.2,0.0,57.6,sandy,flowering,MEDIUM
39.1,89.7,0.0,51.5,loamy,fruiting,MEDIUM
39.6,80.8,0.0,48.7,loamy,fruiting,MEDIUM
21.1,28.6,35.9,71.7,clay,flowering,LOW
40.7,54.9,9.5,37.9,loamy,fruiting,MEDIUM
39.6,28.3,0.0,68.3,loamy,seedling,HIGH
40.3,59.4,0.0,15.4,loamy,seedling,HIGH
24.0,39.7,0.0,31.0,sandy,fruiting,HIGH
19.1,27.4,0.0,67.0,clay,vegetative,LOW
30.1,31.4,0.0,46.6,sandy,fruiting,HIGH
29.6,53.7,0.0,37.6,loamy,flowering,HIGH
25.1,84.7,0.0,22.4,clay,fruiting,MEDIUM
20.1,66.7,0.0,58.1,clay,flowering,LOW
22.1,54.2,0.0,34.8,clay,seedling,MEDIUM
38.3,77.0,0.0,29.8,clay,fruiting,MEDIUM
22.4,63.2,0.0,27.4,loamy,vegetative,MEDIUM
31.0,56.1,0.0,20.1,sandy,fruiting,HIGH
28.1,48.1,0.0,38.1,sandy,flowering,HIGH
25.9,87.1,14.5,55.2,clay,seedling,LOW
37.9,42.6,0.0,56.6,clay,vegetative,MEDIUM
30.3,70.3,1.1,47.9,loamy,fruiting,MEDIUM
30.2,33.2,13.5,42.4,clay,vegetative,LOW
31.1,35.5,7.9,59.9,loamy,vegetative,LOW
21.9,76.5,9.4,68.3,clay,vegetative,LOW
31.6,82.9,0.0,33.9,sandy,seedling,HIGH
26.1,45.2,3.2,68.0,sandy,fruiting,MEDIUM
22.2,48.9,0.0,52.3,loamy,seedling,MEDIUM
40.4,89.9,20.8,73.6,clay,vegetative,LOW
25.5,46.9,0.0,36.4,loamy,vegetative,MEDIUM
30.1,52.0,0.0,47.4,loamy,flowering,MEDIUM
30.5,61.3,0.0,75.2,clay,flowering,LOW
26.6,40.2,0.0,48.3,clay,fruiting,LOW
21.6,60.3,8.2,58.3,clay,flowering,LOW
32.2,87.7,0.0,66.1,clay,fruiting,LOW
33.8,50.6,0.0,63.1,clay,seedling,MEDIUM
28.1,81.0,4.1,75.2,sandy,flowering,LOW
32.3,35.6,0.0,25.6,sandy,flowering,HIGH
36.1,51.1,4.6,11.4,clay,vegetative,MEDIUM
26.5,35.6,5.3,51.0,clay,fruiting,MEDIUM
22.6,77.7,0.0,51.6,clay,flowering,LOW
29.3,56.3,0.0,66.8,sandy,vegetative,LOW
29.1,37.7,0.0,57.3,loamy,seedling,MEDIUM
28.1,56.1,0.0,39.3,sandy,seedling,HIGH
25.0,37.1,4.0,47.5,clay,fruiting,LOW
30.2,46.3,0.0,58.3,clay,fruiting,MEDIUM
18.1,51.6,21.3,88.7,clay,flowering,LOW
23.1,37.2,0.0,47.1,clay,fruiting,MEDIUM
21.7,72.8,4.1,37.4,sandy,vegetative,MEDIUM
27.4,40.4,0.0,31.8,loamy,vegetative,MEDIUM
33.5,78.9,0.0,50.3,clay,vegetative,LOW
18.4,38.7,0.0,69.5,sandy,fruiting,MEDIUM
34.2,90.6,2.5,40.0,sandy,seedling,HIGH
39.1,61.8,0.0,65.6,loamy,vegetative,MEDIUM
31.3,44.7,0.0,46.5,sandy,vegetative,HIGH
34.4,93.3,4.0,34.4,sandy,vegetative,MEDIUM
35.0,41.7,0.0,82.4,sandy,flowering,MEDIUM
34.2,94.7,0.0,46.4,loamy,fruiting,MEDIUM
26.6,31.8,0.0,15.9,clay,seedling,MEDIUM
34.0,63.5,0.0,65.5,clay,vegetative,LOW
39.9,52.9,7.8,24.8,sandy,flowering,HIGH
19.9,82.0,0.0,55.1,sandy,fruiting,MEDIUM
41.3,54.9,5.0,47.9,sandy,flowering,HIGH
38.3,88.4,2.9,56.4,sandy,flowering,HIGH
29.5,94.7,0.0,30.9,sandy,vegetative,MEDIUM
32.9,91.1,0.0,43.7,loamy,fruiting,MEDIUM
41.8,29.8,17.0,80.2,clay,seedling,LOW
23.8,78.3,29.3,70.1,sandy,seedling,LOW
33.9,79.9,39.6,88.8,loamy,seedling,LOW
38.6,32.9,14.2,37.1,clay,seedling,LOW
26.4,78.1,0.0,95.0,sandy,vegetative,LOW
31.9,51.2,5.5,43.3,clay,seedling,MEDIUM
33.0,30.3,0.0,5.0,loamy,flowering,HIGH
31.1,76.6,9.3,52.8,loamy,fruiting,LOW
30.5,62.0,0.0,20.2,loamy,fruiting,HIGH
40.8,43.6,0.0,77.5,loamy,flowering,MEDIUM
25.9,59.7,10.7,32.8,clay,flowering,LOW
32.2,33.6,1.2,5.0,loamy,vegetative,HIGH
39.5,25.7,0.0,54.4,loamy,fruiting,HIGH
19.6,64.5,7.7,79.0,loamy,seedling,LOW
32.4,73.8,0.0,10.0,loamy,flowering,HIGH
23.5,30.2,7.9,40.3,sandy,seedling,MEDIUM
37.2,42.9,0.0,39.9,loamy,fruiting,HIGH
24.6,94.8,2.3,43.1,clay,vegetative,LOW
30.3,86.7,0.0,71.4,sandy,seedling,MEDIUM
21.3,36.7,0.0,35.6,clay,flowering,MEDIUM
36.6,42.7,0.0,37.9,clay,vegetative,MEDIUM
34.1,80.9,0.0,26.4,loamy,fruiting,HIGH
18.1,43.2,0.0,62.4,clay,fruiting,LOW
27.6,83.2,2.8,39.7,clay,fruiting,LOW
19.2,66.1,0.0,57.5,clay,vegetative,LOW
38.4,78.6,0.0,37.0,sandy,flowering,HIGH
41.9,53.9,1.4,50.1,sandy,flowering,HIGH
37.7,83.5,9.0,25.6,sandy,flowering,MEDIUM
26.2,63.6,0.0,55.3,clay,fruiting,LOW
24.9,50.8,0.0,56.3,sandy,fruiting,MEDIUM
40.9,29.5,0.6,49.4,loamy,seedling,MEDIUM
37.9,90.0,0.0,46.6,loamy,fruiting,MEDIUM
34.4,29.6,0.0,47.0,loamy,seedling,HIGH
25.1,36.3,0.0,23.1,clay,fruiting,MEDIUM
34.2,69.3,0.0,31.1,loamy,vegetative,MEDIUM
42.0,61.3,0.0,74.0,clay,vegetative,MEDIUM
36.9,28.4,0.0,33.9,clay,seedling,HIGH
41.0,73.7,2.3,47.0,sandy,fruiting,HIGH
38.0,79.7,4.9,19.7,sandy,flowering,HIGH
23.7,71.1,0.0,16.8,clay,fruiting,MEDIUM
24.6,27.9,0.0,59.2,sandy,fruiting,MEDIUM
25.3,69.2,0.0,39.7,sandy,fruiting,MEDIUM
29.5,90.0,0.0,51.1,clay,vegetative,LOW
18.2,81.1,0.0,58.0,sandy,vegetative,MEDIUM
22.8,75.1,15.0,78.7,sandy,seedling,LOW
20.2,37.3,0.0,21.6,sandy,fruiting,HIGH
21.5,90.9,0.0,56.6,clay,seedling,LOW
30.2,61.5,3.0,38.1,sandy,flowering,MEDIUM
20.1,56.2,0.0,54.5,loamy,flowering,MEDIUM
36.9,83.5,3.1,53.6,sandy,flowering,MEDIUM
41.2,88.4,2.1,23.1,clay,fruiting,MEDIUM
38.0,65.6,2.5,87.2,clay,seedling,LOW
19.0,57.3,0.0,45.8,clay,vegetative,MEDIUM
34.7,31.1,15.3,95.0,clay,fruiting,LOW
20.0,50.6,1.2,49.4,sandy,flowering,MEDIUM
23.6,48.4,0.0,59.6,sandy,seedling,MEDIUM
29.0,59.5,3.5,44.6,clay,flowering,MEDIUM
34.1,68.4,0.0,81.9,loamy,fruiting,MEDIUM
40.1,77.0,6.2,64.1,clay,fruiting,MEDIUM
22.3,71.8,0.0,49.9,sandy,vegetative,MEDIUM
25.2,86.9,0.0,55.4,loamy,seedling,MEDIUM
31.4,28.2,4.5,27.7,loamy,seedling,HIGH
21.4,63.7,3.3,72.6,sandy,seedling,LOW
40.0,81.7,12.0,79.5,loamy,vegetative,LOW
21.5,57.9,0.0,49.1,clay,seedling,MEDIUM
25.7,54.4,0.0,77.3,clay,flowering,LOW
29.6,39.9,0.6,42.9,sandy,flowering,HIGH
37.1,94.5,0.0,69.6,loamy,seedling,MEDIUM
37.5,52.8,0.0,24.0,loamy,seedling,HIGH
26.3,38.0,0.0,29.7,clay,vegetative,MEDIUM
26.5,41.1,0.0,53.2,loamy,fruiting,HIGH
22.4,81.7,2.6,53.2,loamy,flowering,MEDIUM
25.3,57.2,0.0,31.8,clay,vegetative,MEDIUM
29.6,73.9,0.0,52.8,clay,vegetative,LOW
26.7,81.3,0.0,72.5,sandy,fruiting,LOW
21.1,82.4,0.0,63.3,sandy,fruiting,MEDIUM
24.0,30.2,0.0,54.9,loamy,vegetative,MEDIUM
22.9,36.7,0.0,54.5,loamy,vegetative,LOW
23.0,29.5,0.0,67.8,loamy,fruiting,MEDIUM
22.3,42.0,0.0,60.7,sandy,flowering,MEDIUM
22.7,58.6,0.0,46.5,sandy,seedling,MEDIUM
22.8,83.5,9.2,58.9,clay,flowering,LOW
28.3,44.3,0.0,41.7,loamy,seedling,MEDIUM
30.2,40.1,8.6,56.4,loamy,fruiting,MEDIUM
37.4,33.5,0.0,7.6,clay,vegetative,MEDIUM
18.8,33.1,3.0,44.1,loamy,flowering,MEDIUM
28.4,91.3,0.0,25.3,clay,fruiting,MEDIUM
29.3,63.3,0.0,41.4,sandy,flowering,HIGH
19.9,91.9,0.0,90.2,sandy,vegetative,LOW
38.9,25.2,17.4,73.4,clay,vegetative,LOW
19.4,33.4,0.0,62.0,clay,seedling,LOW
39.3,48.1,0.0,25.2,sandy,fruiting,HIGH
20.2,85.6,4.8,24.6,clay,fruiting,LOW
18.9,87.3,4.1,20.1,loamy,vegetative,MEDIUM
38.2,94.9,4.5,45.3,sandy,fruiting,HIGH
22.4,78.8,0.0,52.8,loamy,fruiting,MEDIUM
31.7,79.6,0.0,47.3,clay,fruiting,MEDIUM
40.7,46.5,0.5,28.6,loamy,fruiting,HIGH
33.9,30.2,0.0,43.5,loamy,seedling,HIGH
19.7,64.3,9.1,66.6,clay,flowering,LOW
31.7,73.6,1.1,76.1,loamy,vegetative,MEDIUM
39.1,45.7,0.0,32.7,clay,fruiting,HIGH
29.6,59.2,0.0,16.5,sandy,vegetative,HIGH
40.1,25.6,1.0,32.4,loamy,seedling,HIGH
22.6,35.2,1.4,55.2,clay,flowering,LOW
21.6,29.4,0.0,51.8,loamy,vegetative,MEDIUM
37.7,27.9,0.0,62.0,clay,vegetative,LOW
34.8,66.5,0.0,44.7,loamy,fruiting,MEDIUM
39.2,85.8,0.0,59.1,loamy,vegetative,MEDIUM
37.5,87.5,0.0,38.8,sandy,vegetative,MEDIUM
22.4,90.4,19.6,44.5,clay,vegetative,LOW
27.7,82.2,0.0,54.3,clay,seedling,LOW
21.1,68.1,11.6,60.3,loamy,seedling,LOW
32.5,64.6,0.0,47.9,clay,vegetative,MEDIUM
